"Scan QR code to make payment.","扫描二维码完成付款"
"Waiting...","请等待..."
"Please scan the QR Code below to make payment","请扫描下面的二维码付款"
"Your order # is: <span>%1</span>.","您的订单号: <span>%1</span>."
"Continue Shopping","继续购物"
"Paying with PayMe","使用PayMe付款"
"Open the PayMe app","打开PayMe App"
"Scan the PayCode to authorise payment","扫描二维码授权付款"
"Complete payment in the app and wait for confirmtion here","完成付款等待完成"
